datetime_str,x,y,z,vx,vy,vz
A.D. 2025-Jan-01 00:00:00.0000,-0.3873030085256687,-0.1617241946342014,0.02230772540124238,0.005024430196457658,-0.02474345331076241,-0.002482923861184285
A.D. 2025-Jan-06 00:00:00.0000,-0.3443929220233315,-0.2759610457119078,0.009036323636516137,0.01184037851305921,-0.02069818086953037,-0.002777507048219904
A.D. 2025-Jan-11 00:00:00.0000,-0.2718163844706469,-0.3666947672654167,-0.005035416391938104,0.01690752026001459,-0.01543650568616026,-0.002812280172888942
A.D. 2025-Jan-16 00:00:00.0000,-0.1780607812209855,-0.4290498606141261,-0.01873058322060648,0.02032720578922308,-0.009403601919048514,-0.002632919751489656
A.D. 2025-Jan-21 00:00:00.0000,-0.07118638789137409,-0.4599101528341829,-0.03105521625823735,0.02215884765431463,-0.002875833003738286,-0.002267460213872772
A.D. 2025-Jan-26 00:00:00.0000,0.04084860535517117,-0.4573165853877304,-0.04111928037618087,0.02237962314520617,0.003946923861698743,-0.001730142670839507
A.D. 2025-Jan-31 00:00:00.0000,0.1497239186398936,-0.4202783833413467,-0.04807865954242294,0.02086504862112912,0.01086445472861972,-0.001025911272214107
A.D. 2025-Feb-05 00:00:00.0000,0.2462191293738657,-0.3489815374718161,-0.05110284337997453,0.01737897834400729,0.01758942294308244,-0.0001565881852716761
A.D. 2025-Feb-10 00:00:00.0000,0.3196742796198158,-0.2455197711269139,-0.04938518920225598,0.01158862178613444,0.02361952959611083,0.000867301733121785
A.D. 2025-Feb-15 00:00:00.0000,0.357707969219334,-0.1154331942279564,-0.0422428065222463,0.003170107934389436,0.02803922274289017,0.002000643791622127
A.D. 2025-Feb-20 00:00:00.0000,0.3470109933278747,0.02962928066778309,-0.02940692754024242,-0.007828043805047449,0.02928970052058814,0.00311159973598177
A.D. 2025-Feb-25 00:00:00.0000,0.2771200288472852,0.1686391379511182,-0.01163632956303574,-0.02012955348514647,0.02526398535251718,0.00391092177436908
A.D. 2025-Mar-02 00:00:00.0000,0.1492400406796738,0.2711255483662309,0.008468338256402214,-0.03026291575386322,0.01467928801759635,0.003975367396290061
A.D. 2025-Mar-07 00:00:00.0000,-0.01422600293909771,0.3079192669392012,0.02646848702377049,-0.03374861557443654,-0.0002768593012901438,0.003072838670549669
A.D. 2025-Mar-12 00:00:00.0000,-0.1747300899653526,0.2702054492782233,0.03810807974703364,-0.02929687765267703,-0.01419110207652312,0.001527424102724476
A.D. 2025-Mar-17 00:00:00.0000,-0.2990237684259842,0.174550942336614,0.04169139528293101,-0.019952832213542,-0.02311858232202324,-5.919295365008448e-05
A.D. 2025-Mar-22 00:00:00.0000,-0.3724242313015569,0.04802451217442101,0.03808381020240428,-0.009442939009141397,-0.02669617576120112,-0.001315541908832351
A.D. 2025-Mar-27 00:00:00.0000,-0.395101352762849,-0.08576931368035527,0.02922990511972209,0.0001242338693206742,-0.02628475281557888,-0.002159434338271038
A.D. 2025-Apr-01 00:00:00.0000,-0.3740177796959193,-0.2105379526393038,0.01709976225884351,0.00800928264388921,-0.02328641931360946,-0.002637632533957258
A.D. 2025-Apr-06 00:00:00.0000,-0.3180029387559739,-0.3159707946271522,0.003345835139790454,0.01410313957534688,-0.0186778285072705,-0.002819945800088687
A.D. 2025-Apr-11 00:00:00.0000,-0.2358311865238371,-0.3956491766190355,-0.0107025295709939,0.01848996082862881,-0.01306119667831933,-0.002763307449294033
A.D. 2025-Apr-16 00:00:00.0000,-0.135791625023607,-0.4455156350468274,-0.02395345697914293,0.02126157732655874,-0.00680013677386521,-0.002505855984292063
A.D. 2025-Apr-21 00:00:00.0000,-0.02585366897264564,-0.4629715287287405,-0.03546361462113409,0.0224471539997643,-0.0001302012588559464,-0.002069516728842008
A.D. 2025-Apr-26 00:00:00.0000,0.08593871431837984,-0.4464525054149797,-0.04436735822168127,0.02198441146417156,0.006757810412404423,-0.00146417022826753
A.D. 2025-May-01 00:00:00.0000,0.1909674192854777,-0.3953955706272219,-0.04982821752056247,0.01970402909310377,0.01364034793350557,-0.0006925554871958675
A.D. 2025-May-06 00:00:00.0000,0.2794876444630727,-0.310635637070186,-0.05102062166997617,0.01532596913888008,0.02016171977162884,0.0002419447642735249
A.D. 2025-May-11 00:00:00.0000,0.3401416046609312,-0.195421771645395,-0.04716834607024832,0.008498948622549978,0.0256800737369649,0.001319096866107169
A.D. 2025-May-16 00:00:00.0000,0.3599636698382372,-0.0573873498906154,-0.03770598864552231,-0.001016921370763217,0.02904209382715671,0.002466652149591221
A.D. 2025-May-21 00:00:00.0000,0.3260853183496287,0.08836551902522508,-0.02268741501279338,-0.01280847626130032,0.02840947818937949,0.003496484912164887
A.D. 2025-May-26 00:00:00.0000,0.2314414654721149,0.2165437110921677,-0.003531617868617348,-0.02477575971416331,0.02173642026509995,0.004048797868980994
A.D. 2025-May-31 00:00:00.0000,0.08512564352496088,0.2951196378834557,0.01630997423349296,-0.03267081665373551,0.008856869005093474,0.003720395137463355
A.D. 2025-Jun-05 00:00:00.0000,-0.08201289611103615,0.3011070254427978,0.03212935593213718,-0.0327924506513746,-0.006361310099967266,0.002487890098694155
A.D. 2025-Jun-10 00:00:00.0000,-0.2308445098159726,0.2368392052549776,0.04052820906335156,-0.02585461632290457,-0.01850751540018682,0.0008589330243817629
A.D. 2025-Jun-15 00:00:00.0000,-0.3352035573110274,0.1253800637802045,0.04099142921592578,-0.01566502447737254,-0.02515385253818977,-0.0006188170385336668
A.D. 2025-Jun-20 00:00:00.0000,-0.3874389522722474,-0.006532590094215152,0.035002323063214,-0.005379420552576355,-0.02692264740936508,-0.001706770237576535
A.D. 2025-Jun-25 00:00:00.0000,-0.3913243555115135,-0.1382371963134426,0.02459552094410039,0.003544165456822023,-0.02531354014298528,-0.002393748560120516
A.D. 2025-Jun-30 00:00:00.0000,-0.3549682397112888,-0.256131774226244,0.01162632220142247,0.01069751104852549,-0.02156747532591075,-0.002743722082589475
A.D. 2025-Jul-05 00:00:00.0000,-0.2872966531212941,-0.3517158014875504,-0.002391886958465671,0.01608491744856374,-0.01649313898842079,-0.002823172835006279
A.D. 2025-Jul-10 00:00:00.0000,-0.1968922793959337,-0.4196758123185545,-0.0162376669762276,0.01980714849268049,-0.0105802254144107,-0.002681361810307567
A.D. 2025-Jul-15 00:00:00.0000,-0.0918769020817321,-0.4566256743167185,-0.02888935822295633,0.02193568698978003,-0.004128899661038574,-0.002349375611875419
A.D. 2025-Jul-20 00:00:00.0000,0.01980469478712716,-0.4604152734906181,-0.03944254585884181,0.02246497097366172,0.002652630108017548,-0.001843719379350892
A.D. 2025-Jul-25 00:00:00.0000,0.1299397641049433,-0.4298691080010513,-0.04704788533061416,0.02129068152401771,0.009570162326368682,-0.001170695689256768
A.D. 2025-Jul-30 00:00:00.0000,0.229519857262812,-0.3649152971342361,-0.05087324178794816,0.01819772144494038,0.01636077524167517,-0.0003320627029354505
A.D. 2025-Aug-04 00:00:00.0000,0.3081909956437399,-0.2672014864432838,-0.05010359415915509,0.01286761618902265,0.02257528880655015,0.000664681495862232
A.D. 2025-Aug-09 00:00:00.0000,0.3538851537786071,-0.1414540599339442,-0.04401831352789248,0.004958181464070763,0.02739416670130266,0.001783947069471988
A.D. 2025-Aug-14 00:00:00.0000,0.3533048897848893,0.002078797012013986,-0.03223526575009566,-0.005600146752727687,0.02939133062725367,0.002915571622180907
A.D. 2025-Aug-19 00:00:00.0000,0.2949411637776381,0.1443240909464712,-0.01525753419679584,-0.01784955554972552,0.02651248505097682,0.003803822505779824
A.D. 2025-Aug-24 00:00:00.0000,0.1769409817109133,0.2561846545727445,0.004706945190578954,-0.02874921704912931,0.01712796823782459,0.004036614984260894
A.D. 2025-Aug-29 00:00:00.0000,0.01745134801287214,0.3068142494793289,0.02347289793571045,-0.03373359771901938,0.002624488787812898,0.003308523574765468
A.D. 2025-Sep-03 00:00:00.0000,-0.1466067117528723,0.2824490753463095,0.03652911626880765,-0.03063159451438015,-0.01189496485625047,0.001837443821101606
A.D. 2025-Sep-08 00:00:00.0000,-0.2793956365938404,0.1956642742945823,0.04161625179222321,-0.02188879058874917,-0.0218789730709277,0.0002196377054847491
A.D. 2025-Sep-13 00:00:00.0000,-0.3626585979505383,0.07292006256817837,0.03922218193485337,-0.01138256872416996,-0.02637666366889775,-0.001111553908895273
A.D. 2025-Sep-18 00:00:00.0000,-0.3944341766543757,-0.06096819568676908,0.03119497682759738,-0.00155208076795722,-0.02659599247302369,-0.002031129189457652
A.D. 2025-Sep-23 00:00:00.0000,-0.3809027184877685,-0.1883651393173394,0.01954270184961925,0.006667876168445818,-0.02399496306593874,-0.002572500132814076
A.D. 2025-Sep-28 00:00:00.0000,-0.3307579523235026,-0.2980056211294009,0.005983360558325405,0.01309355784120022,-0.01963306078573052,-0.002805397432634684
A.D. 2025-Oct-03 00:00:00.0000,-0.2528460283595493,-0.3828786896329713,-0.008098726697367041,0.01779242867230969,-0.01417228727481232,-0.002790109343088961
A.D. 2025-Oct-08 00:00:00.0000,-0.1555452781697096,-0.4385697407618231,-0.02157432797629862,0.02086235608479052,-0.008011517734474435,-0.002568209385178415
A.D. 2025-Oct-13 00:00:00.0000,-0.04685945329248674,-0.4622514889445806,-0.03347828777932238,0.02234712667151972,-0.00140339245231491,-0.002164360147809886
A.D. 2025-Oct-18 00:00:00.0000,0.06521708087952253,-0.4521796317969058,-0.04293481613321493,0.02220303611110657,0.005458631242339316,-0.001590363014373323
A.D. 2025-Oct-23 00:00:00.0000,0.1722151312209128,-0.4075877360619911,-0.0491044865121249,0.02028165315818123,0.01236363099363598,-0.0008498411411845848
A.D. 2025-Oct-28 00:00:00.0000,0.2646432053500065,-0.3289937386320653,-0.05115906998144849,0.0163227986888007,0.0189903178580848,5.48123585922405e-05
A.D. 2025-Nov-02 00:00:00.0000,0.3314705000645559,-0.219077815595308,-0.0483058567042859,0.00998115104419113,0.02476572598741469,0.001108445962399473
A.D. 2025-Nov-07 00:00:00.0000,0.3599799522163776,-0.08444641149079098,-0.0399183385562208,0.0009693124650100314,0.02865131995878561,0.002252547928991567
A.D. 2025-Nov-12 00:00:00.0000,0.3370071452690548,0.06146394699030638,-0.02588714766847615,-0.01048825383255114,0.02893442100171245,0.003326566266805819
A.D. 2025-Nov-17 00:00:00.0000,0.2537087412421609,0.1953140206244628,-0.007308517340090589,-0.02269288690051617,0.0235053723589468,0.004002294328020501
A.D. 2025-Nov-22 00:00:00.0000,0.1153385210082521,0.2855113102756712,0.01275386193828016,-0.03171667772246584,0.01162047319936238,0.003858689253643198
A.D. 2025-Nov-27 00:00:00.0000,-0.05095553929571318,0.3057880571237405,0.02966332616954951,-0.0333966133848325,-0.003600633854705072,0.00276886648603378
A.D. 2025-Dec-02 00:00:00.0000,-0.2058037383178722,0.2533331081899257,0.03957917231038729,-0.02752621341546623,-0.01662969991554757,0.001165669777540929
