datetime_str,x,y,z,vx,vy,vz
A.D. 2025-Aug-19 00:00:00.0000,0.8383731609680843,-0.566967224880504,2.650643144875947e-05,0.009365847486636858,0.0141872617300657,-7.419860626851172e-07
A.D. 2025-Aug-24 00:00:00.0000,0.8821455947434267,-0.4940731899085078,2.420722548624917e-05,0.00813087008407176,0.01495234087329089,-2.91986206123547e-07
A.D. 2025-Aug-29 00:00:00.0000,0.9195741189890374,-0.4176319043078686,2.229695673962202e-05,0.006831212726274762,0.01560497072199919,-5.820473215458266e-07
A.D. 2025-Sep-03 00:00:00.0000,0.9503767237680754,-0.3382161076553375,1.770725601869719e-05,0.005482844295735783,0.01614213856737461,-1.273801543473143e-06
A.D. 2025-Sep-08 00:00:00.0000,0.9743421737538758,-0.2563996864953597,9.990148329899423e-06,0.004097967077063557,0.0165659990647256,-1.697008842920376e-06
A.D. 2025-Sep-13 00:00:00.0000,0.9913022339421941,-0.1727370708544685,2.314818435048089e-06,0.00268028446660187,0.01688070355647286,-1.234985229165769e-06
A.D. 2025-Sep-18 00:00:00.0000,1.001088158961698,-0.08778743853388928,-1.931143283902203e-06,0.001229118240104354,0.0170783922243891,-5.19222827344882e-07
A.D. 2025-Sep-23 00:00:00.0000,1.00355786732553,-0.002169820493534533,-3.994127029843095e-06,-0.0002431834178901663,0.01714647853309631,-4.360723315111562e-07
A.D. 2025-Sep-28 00:00:00.0000,0.9986525148125993,0.08345585886296003,-7.33874317692534e-06,-0.001717923266951834,0.01708190646339553,-9.65543008830296e-07
A.D. 2025-Oct-03 00:00:00.0000,0.9864009924669931,0.168435028965823,-1.377905877866429e-05,-0.003179365865624615,0.01688893973878025,-1.565910627075681e-06
A.D. 2025-Oct-08 00:00:00.0000,0.9668991350724949,0.2521455459439324,-2.186994209202328e-05,-0.00461714528529982,0.01657613561974673,-1.503602202579069e-06
A.D. 2025-Oct-13 00:00:00.0000,0.9402684383473732,0.3340052914353365,-2.74914007224362e-05,-0.006031263644738002,0.01614792741952669,-7.105305673424239e-07
A.D. 2025-Oct-18 00:00:00.0000,0.9066355291398701,0.4134172665380839,-2.961561417335093e-05,-0.0074155096099634,0.01559558303840673,-2.597817761169971e-07
A.D. 2025-Oct-23 00:00:00.0000,0.8661936321522961,0.4897493076024739,-3.131245524597997e-05,-0.008751658530896943,0.01491646630997419,-5.188509343803334e-07
A.D. 2025-Oct-28 00:00:00.0000,0.8192283041555147,0.5623817623493966,-3.536343743551519e-05,-0.01002236008557097,0.01411739196361678,-1.107086804586998e-06
A.D. 2025-Nov-02 00:00:00.0000,0.7661004228292623,0.6307426893470816,-4.187496662925206e-05,-0.01121505621944954,0.01321013142373085,-1.386243750280698e-06
A.D. 2025-Nov-07 00:00:00.0000,0.7072155945608167,0.6943265151450111,-4.770530055330323e-05,-0.0123255128443987,0.01220845470875703,-8.0777928112174e-07
A.D. 2025-Nov-12 00:00:00.0000,0.6429777608030948,0.7526736406066177,-4.966330227191239e-05,-0.01335564678998489,0.01111440753276034,-5.802021134454762e-08
A.D. 2025-Nov-17 00:00:00.0000,0.5738137207892515,0.8053110068557234,-4.951535168192831e-05,-0.01429302607792308,0.009925103260731889,-4.726608683202507e-09
A.D. 2025-Nov-22 00:00:00.0000,0.5002295949753528,0.8517798554414678,-5.06123823826951e-05,-0.01512130763071252,0.008649089626096612,-4.817596413854499e-07
A.D. 2025-Nov-27 00:00:00.0000,0.4228021761292776,0.8916819232909798,-5.428474024956687e-05,-0.01582888012153919,0.007301190127865368,-9.276093392998496e-07
A.D. 2025-Dec-02 00:00:00.0000,0.3421509026290232,0.9247017669826088,-5.878209532824985e-05,-0.01641076917855334,0.005899268430450502,-7.231685088518077e-07
A.D. 2025-Dec-07 00:00:00.0000,0.2588957337319888,0.9506091290210016,-6.032818020306743e-05,-0.01687183829230144,0.004457279645360987,1.287184718799599e-07
A.D. 2025-Dec-12 00:00:00.0000,0.1736314718628324,0.9692071906432739,-5.835006409985245e-05,-0.01721290430059418,0.002975343136213463,5.239744261918179e-07
A.D. 2025-Dec-17 00:00:00.0000,0.08698722245864712,0.9803061579309399,-5.628998782699014e-05,-0.01742189221854154,0.001459836909094404,2.159590183468839e-07
A.D. 2025-Dec-22 00:00:00.0000,-0.0003528107273159452,0.9837758058804134,-5.656531095476724e-05,-0.01749027107175947,-7.340711165763638e-05,-3.111131489651756e-07
A.D. 2025-Dec-27 00:00:00.0000,-0.08767668840588588,0.979574611735524,-5.869870254565449e-05,-0.01741567593908548,-0.001605124303236108,-4.236693456244734e-07
